,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
161,4793938,"2BD/2BA w/ gourmet kitchen, private balcony & more",24705990,Rick,Not Available,Uptown,41.97106,-87.66777,Hotel room,251,3,91,8/4/2024,0.74,9,151,1
162,4803582,Coach house Wicker Park- Bucktown,24267774,Barbara,Not Available,West Town,41.90596,-87.67569,Entire home/apt,165,32,155,10/9/2023,1.27,1,323,0
163,4840199,Luxe 3BD/2BA with Fireplace and Private Balcony,24705990,Rick,Not Available,Uptown,41.97095,-87.66798,Entire home/apt,339,3,38,10/8/2024,0.32,9,145,6
164,4840753,Modern 1BR w/ private balcony and grill,24705990,Rick,Not Available,Uptown,41.97106,-87.66777,Private room,0,3,38,3/31/2023,0.31,9,0,0
165,4852830,Private bedroom in Lincoln Park,597871,Matt,Not Available,Lincoln Park,41.91233,-87.65146,Private room,123,3,339,10/29/2024,2.78,1,208,23
166,4872152,"Simple room, close to trains!",21922655,Angelica,Not Available,West Town,41.90637,-87.68954,Private room,75,1,270,10/21/2024,2.2,1,62,12
167,4912516,"Happy, Upscale 4 Bed Home (Roscoe Village)",22052322,John,Not Available,North Center,41.94816,-87.68607,Entire home/apt,150,5,141,12/26/2024,1.16,1,39,4
168,4923963,Charming Brownstone Garden Level,23197213,Doral,Not Available,Grand Boulevard,41.80944,-87.61664,Entire home/apt,0,32,29,8/27/2022,0.26,3,365,0
169,4930338,Beautiful Brownstone Apt.,23197213,Doral,Not Available,Grand Boulevard,41.81214,-87.61328,Entire home/apt,135,32,24,7/17/2018,0.2,3,1,0
170,5014976,Chic 3BD/2BA Suite w/ Full Kitchen & Washer/Dryer,24705990,Rick,Not Available,Uptown,41.97,-87.66865,Entire home/apt,386,3,38,3/28/2022,0.32,9,346,0
171,5074013,Unwind in Style Steps from the Magnificent Mile,10209853,Tatiana & Roupen,Not Available,Near North Side,41.89295,-87.62217,Entire home/apt,265,2,391,3/9/2025,3.24,2,139,36
172,5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,Saurin,Not Available,West Town,41.89492,-87.65926,Private room,73,1,292,1/5/2025,2.72,5,134,49
173,5117490,The Entire Floor of a Comfortable & Modern Duplex,1407749,Vladimir,Not Available,West Town,41.89998,-87.69244,Private room,122,7,195,9/26/2024,1.59,1,179,4
174,5185790,"Unique 6,000 Foot Converted Factory",26819996,Jon,Not Available,West Town,41.8911,-87.66947,Entire home/apt,5706,32,0,Not Available,Not Available,1,0,0
175,5195252,Room with large private balcony,26874445,Sebastien,Not Available,West Town,41.90451,-87.67943,Private room,48,32,177,12/5/2022,1.51,2,72,0
176,5205377,Private room+bath in Wicker Park,26874445,Sebastien,Not Available,West Town,41.90434,-87.67967,Private room,67,32,287,12/30/2024,2.35,2,226,4
177,5210927,iKlektik House Chicago / Robin,8813383,Mindy + Tony,Not Available,West Town,41.89329,-87.68574,Entire home/apt,109,2,514,1/2/2025,4.26,3,278,49
178,5231461,Modern/Spacious 2BR/2BA West Town,27074701,Charissa,Not Available,West Town,41.90168,-87.693,Entire home/apt,180,3,257,11/17/2024,2.13,1,312,25
179,5283285,The Flower Power Room,22215535,Matt,Not Available,Lower West Side,41.85707,-87.67082,Private room,28,32,156,10/18/2024,1.27,3,84,1
180,5297152,Fresh and Sunny Bed & Bath by UofC,9499059,Bennett,Not Available,Hyde Park,41.79755783,-87.59791565,Private room,88,20,238,12/16/2024,1.96,3,1,19
181,5321981,Inspiring Studio in Art Gallery,24676863,William,Not Available,West Town,41.9086,-87.67684,Private room,106,32,55,12/5/2023,0.45,2,89,0
182,5359984,"Condo with private terrace, free WIFI and parking",4698713,Mark,Not Available,West Town,41.89558,-87.66585,Entire home/apt,197,3,127,2/17/2025,1.05,1,65,7
183,5406217,Urban Luxury 1BR/2BA Logan Square Condo w/Garage,28022926,Bryan,Not Available,Logan Square,41.92621,-87.70888,Entire home/apt,185,2,264,1/1/2025,2.19,1,321,33
184,5496659,Beige room area South Shore Airbnb,28501460,Delia,Not Available,South Shore,41.76477,-87.57182,Private room,20,1,106,2/15/2025,0.87,7,270,2
185,5537682,The Rectory,28715964,David,Not Available,Lincoln Park,41.92032,-87.66128,Entire home/apt,184,2,281,1/1/2025,2.37,1,131,36
186,5571262,Sunny Tri Level,12549865,Holly,Not Available,West Town,41.89738,-87.67208,Entire home/apt,0,3,161,3/2/2025,1.33,1,0,21
187,5576190,Rust Room - South Shore Bungalow Lower Floor,28501460,Delia,Not Available,South Shore,41.76302,-87.57186,Private room,36,1,60,3/1/2025,0.5,7,289,1
188,5576191,Yellow Room - South Shore bungalow,28501460,Delia,Not Available,South Shore,41.76257,-87.57225,Private room,42,1,42,2/27/2025,0.37,7,349,5
189,5645139,Vintage Uptown Loft with Queen Bed & Private Bath,13195824,Amy,Not Available,Uptown,41.97188,-87.65779,Private room,117,3,227,11/19/2024,1.9,1,338,27
190,5785758,Medical Student Housing,250400,Daniel Michael,Not Available,South Lawndale,41.85253,-87.69803,Private room,44,25,31,8/31/2024,0.27,5,0,2
191,5804791,Medical School Housing A,250400,Daniel Michael,Not Available,South Lawndale,41.8544,-87.69845,Private room,49,25,29,8/23/2024,0.25,5,90,2
192,5805991,Medical Student Housing,250400,Daniel Michael,Not Available,South Lawndale,41.85436,-87.69681,Private room,59,25,27,7/6/2024,0.25,5,89,1
193,5807478,"Sunny Two Bedroom Apartment, Easy Access to Loop",250400,Daniel Michael,Not Available,South Lawndale,41.85276,-87.69828,Entire home/apt,96,3,18,10/10/2023,0.17,5,90,0
194,5847065,Goose & Fox Hostel Lincoln Park,30356781,Greg,Not Available,Lincoln Park,41.91775,-87.65508,Private room,137,2,253,11/10/2024,2.11,2,89,23
195,5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,Brandon,Not Available,Grand Boulevard,41.81436,-87.61289,Private room,166,2,37,10/13/2024,0.31,1,363,4
196,5851115,Great Place Garfield Park 3 Bedroom,28811949,Seth & Mike,Not Available,West Garfield Park,41.87669,-87.72146,Entire home/apt,54,32,499,10/14/2024,4.12,1,301,4
197,5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,Not Available,East Garfield Park,41.8867,-87.70783,Entire home/apt,54,3,226,10/14/2024,1.9,2,160,24
198,5874798,SuperHost with Private bedroom/bath/entry Lakeview,30507677,Dorene,Not Available,Lake View,41.93955,-87.65904,Private room,102,2,346,2/16/2025,2.87,1,277,35
199,5980645,Sidh  Arya,31050127,Siddharth,Not Available,Hermosa,41.93483,-87.74135,Private room,50,4,67,10/15/2024,0.56,1,364,7
200,5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,Ying,Not Available,Mckinley Park,41.82983,-87.67544,Entire home/apt,44,3,193,3/9/2025,1.8,1,342,28
201,6039038,05b. Queen futon in Common Room,2907254,Joseph,Not Available,West Ridge,42.01653,-87.68788,Shared room,16,1,190,3/2/2025,1.59,13,0,11
202,6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,683529,Joe,Not Available,North Center,41.94614,-87.68242,Entire home/apt,253,2,58,12/27/2024,0.49,23,358,20
203,6051322,"1BD/1BA steps away from local shops, entertainment",24705990,Rick,Not Available,Uptown,41.97183,-87.66786,Private room,260,2,6,8/23/2022,0.05,9,142,0
204,6053269,Vibrant Andersonville 2BR w/ in-unit laundry,24705990,Rick,Not Available,Uptown,41.97106,-87.66777,Private room,318,3,20,8/1/2021,0.17,9,152,0
205,6057908,Lakeview Charmer -with parking!,31673,Cathy,Not Available,Lake View,41.93886,-87.65391,Entire home/apt,128,2,438,2/24/2025,3.68,1,230,50
206,6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",20374823,Nick,Not Available,North Center,41.94815,-87.68459,Private room,68,2,579,3/11/2025,4.82,1,165,78
207,6086065,Cozy 2 Bedroom Garden Apartment,27005011,Doug,Not Available,Logan Square,41.92428,-87.69222,Entire home/apt,77,32,84,9/18/2024,0.72,1,227,2
208,6103492,Entire 2 bdrm english garden apt*block 2trains&I94,31669178,Donna,Not Available,Portage Park,41.95993,-87.74773,Entire home/apt,80,32,17,8/31/2024,0.14,9,364,1
209,6133986,Cool loft in Fulton Market District / West Loop,4267791,Levar,Not Available,Near West Side,41.88796,-87.6445,Entire home/apt,279,32,45,10/24/2021,0.38,1,90,0
210,6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,683529,Joe,Not Available,North Center,41.94078,-87.68115,Entire home/apt,250,32,40,10/1/2023,0.37,23,1,0
211,6363328,Cozy studio in amazing location,33154489,Sara,Not Available,Lincoln Square,41.96857,-87.69577,Entire home/apt,73,3,252,1/1/2025,2.16,1,183,21
212,6365974,Cute cozy cottage 20 min 2 downtown,31669178,Donna,Not Available,Hegewisch,41.65064,-87.54074,Entire home/apt,139,32,46,8/14/2024,0.39,9,179,3
213,6374350,Spacious garden level suite,6700231,Petra,Not Available,North Center,41.94812,-87.68333,Private room,79,2,235,3/7/2025,2,1,190,42
214,6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,Not Available,West Town,41.89972,-87.69722,Entire home/apt,81,32,70,12/23/2024,0.59,1,144,4
215,6378085,"Irving Park comfort, Chicago’s North Side",33245101,Rosa,Not Available,Irving Park,41.95185,-87.70459,Entire home/apt,122,2,105,1/2/2025,1.6,2,161,16
216,6386641,Apartment in Arty Historic West Town Home,214243,Sarah,Not Available,West Town,41.89225,-87.67496,Entire home/apt,145,2,50,1/2/2025,2.41,1,0,30
217,6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,5228189,Matthew,Not Available,West Town,41.8948,-87.65661,Entire home/apt,204,2,372,2/17/2025,3.12,18,336,36
218,6424931,block2Metra& BlueLine*20 min 2 loop,31669178,Donna,Not Available,Portage Park,41.95965,-87.74889,Entire home/apt,137,32,16,5/21/2023,0.13,9,364,0
219,6447131,River North's Finest - Monthly,5640784,Dean,Not Available,Near North Side,41.8972,-87.63442,Entire home/apt,159,30,197,12/8/2024,1.65,2,168,5
220,6472628,Pilsen Custom Home,33813743,Zandra,Not Available,Lower West Side,41.84998,-87.67714,Private room,68,32,50,8/6/2023,0.42,1,1,0
221,6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,Not Available,Avondale,41.93395,-87.71078,Entire home/apt,147,2,316,1/20/2025,2.96,1,274,49
222,6504170,West Town Traveler's Lodge,4591141,Moudi,Not Available,West Town,41.89867,-87.67012,Entire home/apt,146,5,637,3/3/2025,5.34,2,41,35
223,6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,Not Available,Lincoln Park,41.91268,-87.63895,Entire home/apt,308,32,87,11/26/2023,0.75,23,364,0
224,6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,Not Available,North Center,41.94342,-87.68121,Entire home/apt,187,32,68,12/4/2023,0.62,23,354,0
225,6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,Not Available,Lincoln Park,41.91285,-87.63864,Entire home/apt,210,32,85,11/27/2023,0.79,23,364,0
226,6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,Not Available,Lincoln Park,41.91285,-87.63864,Entire home/apt,211,32,81,12/27/2023,0.75,23,365,0
227,6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,Not Available,North Center,41.94078,-87.68115,Entire home/apt,195,32,52,9/17/2023,0.49,23,365,0
228,6553226,Tea Studio in Wicker Park Spring Factory,2392656,Brett,Not Available,West Town,41.90223,-87.67265,Entire home/apt,274,3,245,2/17/2025,2.08,2,135,35
229,6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,Not Available,Woodlawn,41.77555,-87.59546,Private room,75,2,148,2/16/2025,1.25,1,348,22
230,6588681,Logan Square Studio,5212119,Mark,Not Available,Logan Square,41.9305,-87.70307,Entire home/apt,105,2,521,1/1/2025,4.38,1,232,42
231,6612044,Private suite in Lincoln Square,11581930,Beatrice,Not Available,Lincoln Square,41.97104,-87.69654,Entire home/apt,115,2,409,3/9/2025,3.44,1,290,55
232,6634916,Rooms in Vintage-Style Lincoln Square Condominium,34473759,Kerry,Not Available,Lincoln Square,41.97186,-87.69521,Private room,98,3,210,11/3/2024,1.82,1,38,25
233,6644005,Boutique Design Condo with Rooftop Terrace,21924626,Nathan,Not Available,Lake View,41.94331,-87.6486,Entire home/apt,406,2,45,9/8/2024,0.39,2,30,2
234,6654182,"1 BD Condo by downtown,park,lake",3574415,Marvin Stanley,Not Available,Near North Side,41.90409,-87.63316,Entire home/apt,141,32,76,12/23/2024,0.65,2,226,4
235,6673071,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",31719241,Susan,Not Available,Lincoln Park,41.92909,-87.66318,Entire home/apt,640,180,27,5/24/2019,0.23,1,180,0
236,6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,Not Available,Logan Square,41.92445305,-87.70270599,Entire home/apt,170,2,539,2/25/2025,4.58,3,336,55
237,6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,Not Available,North Center,41.94099,-87.68047,Entire home/apt,241,32,37,11/25/2023,0.33,23,360,0
238,6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,Not Available,North Center,41.94072,-87.68115,Entire home/apt,271,32,56,9/3/2023,0.48,23,358,0
239,6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,Not Available,North Center,41.94072,-87.68115,Entire home/apt,278,32,60,10/14/2023,0.52,23,356,0
240,6724355,NIce 2 Bedroom Private Condo,32200299,Nate,Not Available,Woodlawn,41.78355,-87.61363,Entire home/apt,151,2,127,10/15/2024,1.08,5,1,1
241,6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,Not Available,Uptown,41.97044,-87.65735,Private room,101,32,146,3/14/2020,1.23,1,365,0
242,6736478,King Ahasuerus Suite,4010906,Bobbie,Not Available,Grand Boulevard,41.81754,-87.61305,Private room,157,5,4,9/19/2022,0.03,6,365,0
243,6750168,Hip Homebase 420 ok - 2br apt NO parties,1649647,Bianca,Not Available,West Town,41.91306,-87.66797,Entire home/apt,243,32,238,7/5/2024,2.02,5,330,1
244,6757098,Charming Neighborhood 2br Apt!,1649647,Bianca,Not Available,West Town,41.8933,-87.67641,Entire home/apt,211,32,235,8/10/2024,1.99,5,0,4
245,6768827,Space of Grace,4010906,Bobbie,Not Available,Grand Boulevard,41.81844,-87.61503,Private room,114,5,15,10/16/2024,0.13,6,191,2
246,6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,Not Available,North Center,41.9435,-87.67674,Entire home/apt,170,32,56,10/8/2023,0.5,23,365,0
247,6782452,Updated full floor urban retreat private suite,35506107,Eileen,Not Available,Edgewater,41.97654,-87.66111,Private room,77,2,459,3/11/2025,5.17,1,115,65
248,6790448,Small bedroom in Logan Square!,34317953,Carrie,Not Available,Logan Square,41.92902,-87.72025,Private room,45,2,27,10/13/2024,0.23,1,17,6
249,6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,Not Available,North Center,41.9435,-87.67674,Entire home/apt,311,32,65,10/13/2024,0.57,23,357,4
250,6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,Not Available,North Center,41.93723,-87.6828,Entire home/apt,192,32,49,11/23/2023,0.45,23,1,0
251,6853914,4 BD/2 BA Apartment (hp2),683529,Joe,Not Available,North Center,41.93723,-87.6828,Entire home/apt,281,32,57,9/20/2023,0.51,23,353,0
252,6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,Not Available,Lincoln Park,41.92751,-87.65011,Entire home/apt,218,32,84,11/25/2023,0.76,23,353,0
253,6855475,“The Blue Butterfly Queen Suite” - FreeParking,35342456,Roberto,Not Available,Portage Park,41.93941,-87.75622,Private room,71,2,83,2/10/2025,0.71,22,267,8
254,6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,Not Available,Lincoln Park,41.92751,-87.65011,Entire home/apt,310,32,63,2/4/2024,0.54,23,364,0
255,6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,Not Available,Lincoln Park,41.92751,-87.65011,Entire home/apt,237,32,103,6/10/2024,0.95,23,365,3
256,6866384,"Quaint studio apartment in Hyde Park,",35980410,Greg,Not Available,Hyde Park,41.78904,-87.5879,Entire home/apt,59,32,4,11/16/2024,0.26,1,1,3
257,6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,Not Available,West Town,41.901756,-87.671387,Entire home/apt,132,3,262,1/3/2025,2.25,2,216,27
258,6945901,Sunny and Funky 2-bedroom in Logan Square,15226289,Anton,Not Available,Logan Square,41.91785,-87.71819,Entire home/apt,89,3,55,1/3/2025,0.68,1,0,40
259,6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,Not Available,East Garfield Park,41.88302,-87.7096,Private room,42,1,598,2/28/2025,5.32,10,289,55
260,6967492,Logan Square -Green Room,36300208,Maria,Not Available,Avondale,41.93465,-87.73009,Private room,51,60,12,8/10/2024,0.1,4,275,2
261,6975132,Garden Crashpad 2BR near Blue Line,36549783,Jeffrey,Not Available,Irving Park,41.962921,-87.735283,Entire home/apt,187,32,104,6/24/2023,0.89,12,0,0
262,6990105,Great location. Free parking.,33605887,Ewa,Not Available,West Town,41.90089,-87.66546,Entire home/apt,88,1,784,3/5/2025,8.41,2,0,90
263,6993421,Spacious Old Town Condo 2 BD/1 BA,22550008,Alex & Annie,Not Available,Near North Side,41.90358,-87.63414,Entire home/apt,107,32,121,12/20/2024,1.03,1,56,5
264,6994290,Loft like space in Logan Square,15013308,Christina,Not Available,Logan Square,41.9182,-87.69768,Entire home/apt,329,32,76,10/14/2019,0.66,1,263,0
265,7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronald L,Not Available,West Town,41.89834,-87.69155,Private room,89,2,281,10/14/2024,2.46,2,48,12
266,7092080,"Bright 1BR w/ shared Roof Deck, close to beach",24705990,Rick,Not Available,Uptown,41.97146,-87.66882,Hotel room,0,3,44,12/29/2022,0.37,9,142,0
267,7097488,Sweet Home Chicago 4 Bedroom/2 Bath,34959956,Trevor,Not Available,West Town,41.8932,-87.65892,Entire home/apt,203,32,224,1/1/2025,1.9,1,348,20
268,7176158,"Modern Logan Square Apartment, steps from train!",28183266,Allyson,Not Available,Logan Square,41.9236,-87.69717,Entire home/apt,144,1,324,2/18/2025,3.08,1,290,45
269,7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,Gabriel Dylan,Not Available,West Town,41.90409,-87.68723,Private room,40,2,89,3/9/2025,1.12,2,39,8
270,7264941,✪ Great Location Luxury Views Business POOL & SPA✪,3965428,Paul,Not Available,Loop,41.88784,-87.61645,Entire home/apt,216,90,14,9/3/2022,0.12,24,2,0
271,7274926,Urban Oasis in the heart of Logan Square,38088944,Amanda,Not Available,Logan Square,41.92682721,-87.7084926,Private room,40,1,63,12/23/2024,2.44,1,64,31
272,7319042,Private Bedroom + Bath in Rogers Park Family Home,686562,Patricia,Not Available,Rogers Park,42.00414,-87.67272,Private room,56,32,161,10/26/2023,1.37,1,72,0
273,7360731,Spacious 2 bedroom with hot tub,38553561,Drea,Not Available,West Ridge,41.98803977,-87.70293608,Private room,143,1,24,10/13/2024,0.93,3,124,8
274,7370245,The Avondale Attic Unit,9959757,Jedidiah,Not Available,Irving Park,41.94664,-87.70783,Entire home/apt,58,32,93,8/1/2024,0.9,9,343,2
275,7384649,"Spacious 2BR near concert venues, Wrigley Field",24705990,Rick,Not Available,Uptown,41.97147,-87.66861,Hotel room,287,5,35,8/4/2024,0.3,9,0,1
276,7389646,Private Queen Bedroom and En Suite Bath,25759643,Tim,Not Available,Lake View,41.95675,-87.66715,Private room,102,2,229,11/17/2024,1.99,3,89,31
277,7421326,Art filled apartment in Logan,5050949,Abigail,Not Available,Logan Square,41.93066,-87.69724,Entire home/apt,217,2,116,9/1/2024,1,1,320,7
278,7509321,"Lively Wicker Park 2br, Steps to Damen Blue Line",39290149,Vanessa & Charlie,Not Available,West Town,41.911473,-87.676601,Entire home/apt,69,2,335,2/9/2025,2.86,1,315,29
279,7562307,LT “Cozy Suite” 2 Private Bedrooms - 420Friendly,35342456,Roberto,Not Available,Portage Park,41.93882,-87.757,Private room,181,32,26,11/16/2019,0.23,22,264,0
280,7564825,Logan Square 3 bedrms with parking,6427776,Thanh,Not Available,Logan Square,41.92484,-87.72377,Entire home/apt,150,2,146,10/15/2024,1.25,1,0,7
